,APPLICATION NO,GENDER,UACE YEAR,CODE,DISTRICT,COURSE CODE,COURSE NAME,TOTAL WEIGHT,WEIGHT RANGE,SCHOOL,REGION
2226,23APF201372803108444,M,2022,3.0,ARUA,BBA,Bachelor of Business Administration (EVE),20.5,Average,,Northern
2227,23APF1241665356117664,M,2022,69.0,ISINGIRO,BBA,Bachelor of Business Administration (EVE),20.5,Average,PLUS TWO HIGH SCHOOL,Western
2228,23APF123722579132882,F,2022,46.0,NTUNGAMO,BBA,Bachelor of Business Administration (EVE),20.5,Average,MERRYLAND  HIGH SCHOOL,Western
2229,23APF787541529127353,F,2022,75.0,MITYANA,BBA,Bachelor of Business Administration (EVE),20.5,Average,"ST.PETER'S SS, NAALYA",Central
2230,23APF540116107144289,F,2022,81.0,NAKASEKE,BBA,Bachelor of Business Administration (EVE),20.4,Average,LUBIRI HIGH SCHOOL,Central
2231,23APF301951857111207,F,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),20.3,Average,MERRYLAND  HIGH SCHOOL,Eastern
2232,23APF514501009121648,F,2022,67.0,BUKEDEA,BBA,Bachelor of Business Administration (EVE),20.3,Average,"ST.PETER'S SS, NAALYA",Eastern
2233,23APF114642603120123,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),20.3,Average,"CALTEC ACADEMY, MAKERERE",Central
2234,23APF330845165137230,M,2022,65.0,IBANDA,BBA,Bachelor of Business Administration (EVE),20.3,Average,CITIZEN'S SECONDARY SCHOOL,Western
2235,23APF1238683816127451,M,2022,1.0,ADJUMANI,BBA,Bachelor of Business Administration (EVE),20.3,Average,,Northern
2236,23APF820227459116102,F,2022,46.0,NTUNGAMO,BBA,Bachelor of Business Administration (EVE),20.3,Average,"MACKAY MEMORIAL SCHOOL, NATETE",Western
2237,23APF114836599143079,M,2022,54.0,TORORO,BBA,Bachelor of Business Administration (EVE),20.3,Average,RUBONGI ARMY SECONDARY SCHOOL,Eastern
2238,23APF715286091129227,M,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),20.3,Average,ST. JUDE  SECONDARY SCHOOL MASAKA,Central
2239,23APF666293313134345,M,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),20.3,Average,"MULUSA ACADEMY, LUWERO",
2240,23APF608901343142456,M,2022,21.0,KASESE,BBA,Bachelor of Business Administration (EVE),20.3,Average,NILE HIGH SCHOOL,Western
2241,23APF1607747170115673,F,2022,50.0,RUKUNGIRI,BBA,Bachelor of Business Administration (EVE),20.2,Average,EBENEZER SECONDARY SCHOOL,Western
2242,23APF324156298137755,F,2022,54.0,TORORO,BBA,Bachelor of Business Administration (EVE),20.2,Average,MULAGI GIRLS S S,Eastern
2243,23APF999961564131590,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),20.2,Average,"MOUNT OF OLIVES COLLEGE, KAKIRI",Central
2244,23APF1201861838115847,M,2022,42.0,MUKONO,BBA,Bachelor of Business Administration (EVE),20.1,Average,"BISHOP'S SEC. SCHOOL, MUKONO",Central
2245,23APF633583048122707,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),20.1,Average,"ST.AUGUSTINE COL., WAKISO",Central
2246,23APF408749735103869,F,2022,72.0,KIRUHURA,BBA,Bachelor of Business Administration (EVE),20.1,Average,,Western
2247,23APF731583965148074,F,2022,103.0,MITOOMA,BBA,Bachelor of Business Administration (EVE),20.0,Low,BUBANGIZI S S,Western
2248,23APF680604287146184,M,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),20.0,Low,KALINABIRI SEC. SCHOOL,Central
2249,23APF1056877752150988,F,2022,75.0,MITYANA,BBA,Bachelor of Business Administration (EVE),19.9,Low,"CENTRAL COLLEGE, MITYANA",Central
2250,23APF883220470110381,M,2022,49.0,RAKAI,BBA,Bachelor of Business Administration (EVE),19.9,Low,"ST. BERNARD'S SS, MANNYA",Central
2251,23APF576672288145352,F,2022,42.0,MUKONO,BBA,Bachelor of Business Administration (EVE),19.9,Low,TALENTS COLLEGE MUKONO,Central
2252,23APF1378635973120248,F,2022,53.0,SOROTI,BBA,Bachelor of Business Administration (EVE),19.8,Low,TORORO GIRLS' SCHOOL,Eastern
2253,23APF112372432121136,F,2022,36.0,MBALE,BBA,Bachelor of Business Administration (EVE),19.8,Low,MBALE SECONDARY SCHOOL,Eastern
2254,23APF993357767114355,F,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),19.8,Low,"HOLY CROSS LAKE VIEW SEC. SCHOOL, JINJA",Eastern
2255,23APF1615025766133746,F,2022,72.0,KIRUHURA,BBA,Bachelor of Business Administration (EVE),19.8,Low,"LIGHT SECONDARY SCHOOL, NYABUBARE",Western
2256,23APF860925324101626,M,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),19.7,Low,JINJA  SECONDARY SCHOOL,Eastern
2257,23APF1176780409116361,M,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),19.7,Low,"ST.PETER'S SS, NAALYA",Central
2258,23APF1089841827134101,F,2022,10.0,IGANGA,BBA,Bachelor of Business Administration (EVE),19.7,Low,LUZIRA LAKESIDE COLLEGE,Eastern
2259,23APF1168948067104734,M,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),19.7,Low,"ST.PETER'S SS, NAALYA",
2260,23APF1372254711116590,F,2022,85.0,BUIKWE,BBA,Bachelor of Business Administration (EVE),19.7,Low,,Central
2261,23APF1381563515105728,M,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),19.7,Low,"ST.THOMAS AQUINAS SS, KAWEMPE",Central
2262,23APF1562119000109005,F,2022,9.0,HOIMA,BBA,Bachelor of Business Administration (EVE),19.7,Low,GOMBE SECONDARY SCHOOL,Western
2263,23APF445462335144855,M,2022,6.0,BUSHENYI,BBA,Bachelor of Business Administration (EVE),19.7,Low,,Western
2264,23APF881231213124050,M,2022,41.0,MUBENDE,BBA,Bachelor of Business Administration (EVE),19.6,Low,KASENYI SECONDARY SCHOOL,Central
2265,23APF135103521122717,F,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),19.6,Low,MAKERERE DAY AND EVENING ADULT SCHOOL,Central
2266,23APF1495483179132144,F,2022,37.0,MBARARA,BBA,Bachelor of Business Administration (EVE),19.6,Low,ST. AGNES GIRLS SECONDARY SCHOOL,Western
2267,23APF662576401123330,M,2017,18.0,KAMWENGE,BBA,Bachelor of Business Administration (EVE),19.5,Low,,Western
2268,23APF1642793395130465,F,2022,75.0,MITYANA,BBA,Bachelor of Business Administration (EVE),19.5,Low,NSANGI SECONDARY SCHOOL,Central
2269,23APF1261938592149931,M,2022,36.0,MBALE,BBA,Bachelor of Business Administration (EVE),19.5,Low,ST.MICHAEL HIGH SCHOOL,Eastern
2270,23APF11164245667996,F,2017,37.0,MBARARA,BBA,Bachelor of Business Administration (EVE),19.5,Low,MBARARA SECONDARY SCHOOL,Western
2271,23APF90170798105484,M,2022,36.0,MBALE,BBA,Bachelor of Business Administration (EVE),19.5,Low,SEROMA CHRISTIAN HIGH SCHOOL,Eastern
2272,23APF181565352139424,M,2015,103.0,MITOOMA,BBA,Bachelor of Business Administration (EVE),19.4,Low,,Western
2273,23APF1256661914134031,F,2022,42.0,MUKONO,BBA,Bachelor of Business Administration (EVE),19.4,Low,GRACE HIGH SCHOOL,Central
2274,23APF1557393503139257,F,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),19.4,Low,MENGO SECONDARY SCHOOL ANNEX,Central
2275,23APF1359854058124164,F,2022,30.0,KYENJOJO,BBA,Bachelor of Business Administration (EVE),19.4,Low,MITYANA SECONDARY SCHOOL,
2276,23APF361395677146566,M,2022,81.0,NAKASEKE,BBA,Bachelor of Business Administration (EVE),19.4,Low,ST.ELIZABETH SEC.SCH. NKOOWE,Central
2277,23APF277287935139411,F,2022,2.0,APAC,BBA,Bachelor of Business Administration (EVE),19.4,Low,APAC SEC. SCHOOL,Northern
2278,23APF769142766113390,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),19.3,Low,VIVA COLLEGE SCHOOL,Central
2279,23APF1214477019108021,F,2022,30.0,KYENJOJO,BBA,Bachelor of Business Administration (EVE),19.3,Low,NAKASERO SECONDARY SCHOOL,
2280,23APF490355564141451,F,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),19.3,Low,MBOGO MIXED SEC SCHOOL,Central
2281,23APF122292790882559,F,2020,88.0,BUTAMBALA,BBA,Bachelor of Business Administration (EVE),19.3,Low,,Central
2282,23APF1113518889109461,M,2022,46.0,NTUNGAMO,BBA,Bachelor of Business Administration (EVE),19.3,Low,VINE HIGH SCHOOL,Western
2283,23APF1099149687114442,F,2022,25.0,KIBOGA,BBA,Bachelor of Business Administration (EVE),19.2,Low,"SEAT OF WISDOM SS, KASAWO",Central
2284,23APF554924344123114,M,2022,6.0,BUSHENYI,BBA,Bachelor of Business Administration (EVE),19.2,Low,"ST.MARY'S VOC SCH, KYAMUHUNGA",Western
2285,23APF1245480486123419,M,2020,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),19.2,Low,"TROPICAL HIGH SCH, KAMPALA",Central
2286,23APF305631827137984,M,2022,63.0,BUTALEJA,BBA,Bachelor of Business Administration (EVE),19.2,Low,MBALE COMPREHENSIVE HIGH SCHOOL,
2287,23APF1116679476114523,F,2022,42.0,MUKONO,BBA,Bachelor of Business Administration (EVE),19.1,Low,KINAAWA HIGH SCHOOL,Central
2288,23APF233917633124112,M,2022,36.0,MBALE,BBA,Bachelor of Business Administration (EVE),19.1,Low,NYONDO S S,Eastern
2289,23APF1660739202112403,M,2022,53.0,SOROTI,BBA,Bachelor of Business Administration (EVE),19.1,Low,,Eastern
2290,23APF1021717873136278,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),19.1,Low,LUBIRI SECONDARY SCHOOL,Central
2291,23APF1393467359102724,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),19.0,Low,"STANDARD HIGH SCHOOL, KAMPALA",Central
2292,23APF1528404602112104,F,2022,75.0,MITYANA,BBA,Bachelor of Business Administration (EVE),19.0,Low,FOREST HILL COLLEGE,Central
2293,23APF344526088144398,F,2022,14.0,KABERAMAIDO,BBA,Bachelor of Business Administration (EVE),19.0,Low,LUZIRA LAKESIDE COLLEGE,Eastern
2294,23APF253784689114974,F,2022,69.0,ISINGIRO,BBA,Bachelor of Business Administration (EVE),19.0,Low,,Western
2295,23APF1217592214105707,M,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),19.0,Low,MAKERERE COLLEGE SCHOOL,Central
2296,23APF1441954108121337,M,2022,10.0,IGANGA,BBA,Bachelor of Business Administration (EVE),18.9,Low,"M.M COLLEGE, WAIRAKA",Eastern
2297,23APF392756493133900,F,2022,42.0,MUKONO,BBA,Bachelor of Business Administration (EVE),18.9,Low,"BUGEMA ADVENTIST COLLEGE, K'LA",Central
2298,23APF304235309124663,F,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),18.9,Low,"HOLY CROSS LAKE VIEW SEC. SCHOOL, JINJA",Eastern
2299,23APF1558579028122030,F,2022,104.0,NAMAYINGO,BBA,Bachelor of Business Administration (EVE),18.9,Low,,Eastern
2300,23APF652416041105171,F,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),18.9,Low,"CENTRAL COLLEGE, MITYANA",Eastern
2301,23APF685532878137208,F,2022,51.0,SEMBABULE,BBA,Bachelor of Business Administration (EVE),18.8,Low,TIMOTHY GIRLS' HIGH SCHOOL,Central
2302,23APF376275726121289,F,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),18.8,Low,NAMIRYANGO SS,Eastern
2303,23APF1073849985142941,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),18.8,Low,"KAWEMPE ROYAL COLLEGE, BULAGA",Central
2304,23APF1324701948144743,F,2022,65.0,IBANDA,BBA,Bachelor of Business Administration (EVE),18.8,Low,,Western
2305,23APF1450107224129208,F,2022,51.0,SEMBABULE,BBA,Bachelor of Business Administration (EVE),18.8,Low,GOOD SHEPHERD HIGH SCHOOL,Central
2306,23APF420078696117651,F,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),18.7,Low,NAMIRYANGO SS,Eastern
2307,23APF598022167107518,F,2022,9.0,HOIMA,BBA,Bachelor of Business Administration (EVE),18.7,Low,KISAASI COLLEGE SCHOOL,Western
2308,23APF1247139973133949,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),18.7,Low,"MARIAM HIGH SCHOOL, KAMPALA",Central
2309,23APF416015056138735,M,2022,72.0,KIRUHURA,BBA,Bachelor of Business Administration (EVE),18.7,Low,CLEVERLAND HIGH SCHOOL,Western
2310,23APF955370882120485,F,2022,17.0,KAMULI,BBA,Bachelor of Business Administration (EVE),18.5,Low,,Eastern
2311,23APF1670380602110057,F,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),18.5,Low,KAWANDA S. S,
2312,23APF1586266449141001,M,2022,117.0,RUBANDA,BBA,Bachelor of Business Administration (EVE),18.5,Low,,
2313,23APF884201075112120,M,2022,30.0,KYENJOJO,BBA,Bachelor of Business Administration (EVE),18.5,Low,"ST.PETER'S SS, NAALYA",
2314,23APF597181105128267,F,2022,37.0,MBARARA,BBA,Bachelor of Business Administration (EVE),18.4,Low,"LIGHT SECONDARY SCHOOL, NYABUBARE",Western
2315,23APF744800574147150,M,2014,116.0,OMORO,BBA,Bachelor of Business Administration (EVE),18.4,Low,,
2316,23APF859041916132355,M,2022,75.0,MITYANA,BBA,Bachelor of Business Administration (EVE),18.3,Low,"LIGHT COLLEGE, KATIKAMU",Central
2317,23APF695757935102389,F,2022,69.0,ISINGIRO,BBA,Bachelor of Business Administration (EVE),18.3,Low,TALENTS COLLEGE MUKONO,Western
2318,23APF1624656386133922,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),18.2,Low,MBOGO MIXED SEC SCHOOL,Central
2319,23APF1492549606134076,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),18.2,Low,ST.NOA'S GIRLS SEC.SCH.,Central
2320,23APF1279891875124798,M,2020,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),18.2,Low,,
2321,23APF1554310735143492,M,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),18.2,Low,"MASAKA SECONDARY SCHOOL, ANNEX",Central
2322,23APF1001608800133405,M,2022,72.0,KIRUHURA,BBA,Bachelor of Business Administration (EVE),18.2,Low,MENGO SECONDARY SCHOOL,Western
2323,23APF351077819119714,M,2022,65.0,IBANDA,BBA,Bachelor of Business Administration (EVE),18.1,Low,LUZIRA LAKESIDE COLLEGE,Western
2324,23APF780454441124994,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),18.1,Low,ST. HENRY'S SCHOOL KYENGERA,Central
2325,23APF1049256004134441,F,2022,19.0,KANUNGU,BBA,Bachelor of Business Administration (EVE),18.1,Low,,Western
2326,23APF1364484433127510,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),18.1,Low,KAJJANSI PROGRESSIVE S.S,Central
2327,23APF544299654101184,F,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),18.1,Low,MERRYLAND  HIGH SCHOOL,
2328,23APF1650119086128360,M,2002,4.0,BUGIRI,BBA,Bachelor of Business Administration (EVE),18.1,Low,"MULUSA ACADEMY, LUWERO",Eastern
2329,23APF694067604137407,F,2022,54.0,TORORO,BBA,Bachelor of Business Administration (EVE),18.1,Low,"ST.PETER'S SS, NAALYA",Eastern
2330,23APF148398869133623,F,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),18.0,Low,OUR LADY OF GOOD COUNSEL,Central
2331,23APF1555413904129325,F,2022,12.0,KABALE,BBA,Bachelor of Business Administration (EVE),18.0,Low,BUDDO SEC. SCHOOL,Western
2332,23APF950938845121590,F,2022,2.0,APAC,BBA,Bachelor of Business Administration (EVE),18.0,Low,ST. MICHAEL INTERNATIONAL SCHOOL,Northern
2333,23APF934644629113641,M,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),18.0,Low,,Central
2334,23APF1438663938139526,F,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),18.0,Low,LUBIRI SECONDARY SCHOOL,Central
2335,23APF1364333148131626,F,2022,106.0,NGORA,BBA,Bachelor of Business Administration (EVE),18.0,Low,"ST.PETER'S S S, NSAMBYA",Eastern
2336,23APF991082007111271,M,2022,19.0,KANUNGU,BBA,Bachelor of Business Administration (EVE),18.0,Low,,Western
2337,23APF1428174412140192,F,2020,10.0,IGANGA,BBA,Bachelor of Business Administration (EVE),17.9,Low,FAIHA HIGH SCHOOL,Eastern
2338,23APF1397087211111884,F,2022,54.0,TORORO,BBA,Bachelor of Business Administration (EVE),17.9,Low,"NABUMALI HIGH SCHOOL, MBALE",Eastern
2339,23APF1016245925127240,F,2019,36.0,MBALE,BBA,Bachelor of Business Administration (EVE),17.9,Low,LUYANZI COLLEGE BWEYOGERERE,Eastern
2340,23APF392459155143929,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),17.8,Low,"STANDAER COLLEGE SS, NSANGI",Central
2341,23APF1118969153138109,F,2022,9.0,HOIMA,BBA,Bachelor of Business Administration (EVE),17.8,Low,DUHAGA SECONDARY SCHOOL,Western
2342,23APF162357260129655,F,2022,94.0,KIRYANDONGO,BBA,Bachelor of Business Administration (EVE),17.8,Low,"UPHILL COLLEGE, MBUYA",Western
2343,23APF1637759256147156,M,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),17.8,Low,"UPHILL COLLEGE, MBUYA",Central
2344,23APF611246747118842,M,2022,103.0,MITOOMA,BBA,Bachelor of Business Administration (EVE),17.8,Low,"MUNTUYERA HIGH SCHOOL, KITUNGA",Western
2345,23APF1157103837105832,M,2022,13.0,KABAROLE,BBA,Bachelor of Business Administration (EVE),17.8,Low,"ST. JAMES BIINA HALL, LUZIRA",Western
2346,23APF1339275059133463,M,2022,17.0,KAMULI,BBA,Bachelor of Business Administration (EVE),17.7,Low,KAMULI PROGRESSIVE COLLEGE,Eastern
2347,23APF411758540143648,M,2022,23.0,KAYUNGA,BBA,Bachelor of Business Administration (EVE),17.7,Low,"EXODUS COLLEGE SCHOOL, MMENDE",Central
2348,23APF489117655127535,M,2022,26.0,KISORO,BBA,Bachelor of Business Administration (EVE),17.7,Low,MARGARET SS KIKAYA,Western
2349,23APF1531731600105055,M,2022,36.0,MBALE,BBA,Bachelor of Business Administration (EVE),17.6,Low,KAWANDA S. S,Eastern
2350,23APF706439122118450,F,2022,71.0,KALIRO,BBA,Bachelor of Business Administration (EVE),17.6,Low,"P.M.M GIRLS' SCHOOL, JINJA",Eastern
2351,23APF118382507106514,F,2022,10.0,IGANGA,BBA,Bachelor of Business Administration (EVE),17.6,Low,,Eastern
2352,23APF442185793141395,M,2022,69.0,ISINGIRO,BBA,Bachelor of Business Administration (EVE),17.5,Low,"SALVATION COLLEGE, KAJJANSI",Western
2353,23APF1055986549111138,M,2022,112.0,SHEEMA,BBA,Bachelor of Business Administration (EVE),17.5,Low,PLUS TWO HIGH SCHOOL,Western
2354,23APF771071413135118,M,2022,86.0,BUKOMANSIMBI,BBA,Bachelor of Business Administration (EVE),17.5,Low,LUBIRI SECONDARY SCHOOL (ANNEX),Central
2355,23APF1148352496143177,F,2022,48.0,PALLISA,BBA,Bachelor of Business Administration (EVE),17.5,Low,PAUL MUKASA SS,Eastern
2356,23APF816992001138893,M,2005,12.0,KABALE,BBA,Bachelor of Business Administration (EVE),17.4,Low,KAMPALA STUDENTS' CENTRE,Western
2357,23APF1037500162131656,M,2022,81.0,NAKASEKE,BBA,Bachelor of Business Administration (EVE),17.4,Low,NAMUGONGO SEC. VOCATIONAL SCHOOL,Central
2358,23APF522995728107794,F,2022,17.0,KAMULI,BBA,Bachelor of Business Administration (EVE),17.3,Low,,Eastern
2359,23APF390340224113955,F,2022,69.0,ISINGIRO,BBA,Bachelor of Business Administration (EVE),17.2,Low,KAJJANSI PROGRESSIVE S.S,Western
2360,23APF811539097129233,M,2022,91.0,GOMBA,BBA,Bachelor of Business Administration (EVE),17.2,Low,ST.LAWRENCE CITIZENS HIGH SCHOOL CREAMLAND CAMPUS,Central
2361,23APF459572837122415,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),17.2,Low,MAY CHRISTIAN COLLEGE,Central
2362,23APF138143432124510,F,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),17.1,Low,"ST KIZITO HIGH SCH., NAMUGONGO",Central
2363,23APF1216846684115236,M,2022,50.0,RUKUNGIRI,BBA,Bachelor of Business Administration (EVE),17.1,Low,,Western
2364,23APF1087211744148858,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),17.0,Low,KINAAWA HIGH SCHOOL,Central
2365,23APF343241168115038,M,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),17.0,Low,NAALYA SSS,Central
2366,23APF459182600120457,F,2022,90.0,BUYENDE,BBA,Bachelor of Business Administration (EVE),16.9,Low,"ST. JAMES BIINA HALL, LUZIRA",Eastern
2367,23APF1452128717112355,F,2022,51.0,SEMBABULE,BBA,Bachelor of Business Administration (EVE),16.9,Low,RUBAGA GIRLS' SCHOOL,Central
2368,23APF1463665047108085,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),16.9,Low,,Central
2369,23APF950817064139963,M,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),16.8,Low,,
2370,23APF63814630019680,M,2020,27.0,KITGUM,BBA,Bachelor of Business Administration (EVE),16.7,Low,KITGUM COMPREHENSIVE COLLEGE,Northern
2371,23APF959521298142658,M,2022,50.0,RUKUNGIRI,BBA,Bachelor of Business Administration (EVE),16.7,Low,"STANDARD HIGH SCHOOL, KAMPALA",Western
2372,23APF1229890141123880,F,2022,13.0,KABAROLE,BBA,Bachelor of Business Administration (EVE),16.5,Low,,Western
2373,23APF1127014346120488,M,2022,101.0,LWENGO,BBA,Bachelor of Business Administration (EVE),16.5,Low,"BP. SISTO MAZZOLDI SS, LWEZA",Central
2374,23APF1598386475136458,F,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),16.5,Low,FOREST HILL COLLEGE,
2375,23APF120397692139709,F,2022,81.0,NAKASEKE,BBA,Bachelor of Business Administration (EVE),16.5,Low,LUWERO  SECONDARY SCHOOL,Central
2376,23APF181069006130695,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),16.4,Low,NAMBOOLE HIGH SCHOOL,Central
2377,23APF1246097586120072,M,2022,10.0,IGANGA,BBA,Bachelor of Business Administration (EVE),16.4,Low,,Eastern
2378,23APF1542154392148545,M,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),16.3,Low,ST. PETERS SECONDARY SCHOOL - BOMBO  KALULE,
2379,23APF583326733136691,M,2022,65.0,IBANDA,BBA,Bachelor of Business Administration (EVE),16.3,Low,"TROPICAL HIGH SCH, KAMPALA",Western
2380,23APF694559019129526,M,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),16.3,Low,"STANDARD HIGH SCHOOL, KAMPALA",Central
2381,23APF391702117124899,M,2022,67.0,BUKEDEA,BBA,Bachelor of Business Administration (EVE),16.2,Low,EDEN HIGH SCHOOL,Eastern
2382,23APF956682009142424,M,2022,46.0,NTUNGAMO,BBA,Bachelor of Business Administration (EVE),16.2,Low,,Western
2383,23APF1049065310125147,F,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),16.2,Low,MASAKA SECONDARY SCHOOL,Central
2384,23APF1683254984147444,M,2022,50.0,RUKUNGIRI,BBA,Bachelor of Business Administration (EVE),16.2,Low,KASHENYI SECONDARY SCHOOL,Western
2385,23APF1281277442123706,M,2022,101.0,LWENGO,BBA,Bachelor of Business Administration (EVE),16.1,Low,KAMPALA HIGH SCHOOL,Central
2386,23APF123588059125517,F,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),16.1,Low,"ST.PETER'S SS, NAALYA",Central
2387,23APF165034776499436,M,2022,64.0,DOKOLO,BBA,Bachelor of Business Administration (EVE),16.1,Low,MUKONO PARENTS HIGH SCHOOL,Northern
2388,23APF1609307646133061,F,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),16.1,Low,MASAKA SECONDARY SCHOOL,Central
2389,23APF138314244138954,M,2022,46.0,NTUNGAMO,BBA,Bachelor of Business Administration (EVE),16.0,Low,KAGAMBA SECONDARY SCHOOL,Western
2390,23APF1549305986122329,M,2022,85.0,BUIKWE,BBA,Bachelor of Business Administration (EVE),16.0,Low,NAMIRYANGO SS,Central
2391,23APF691810340136709,F,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),16.0,Low,MASAKA EXODUS VOCATIONAL SECONDARY SCHOOL,Central
2392,23APF1578332133143115,F,2022,65.0,IBANDA,BBA,Bachelor of Business Administration (EVE),15.9,Low,TIMBITWIRE GIRLS' SCHOOL,Western
2393,23APF824154927129194,M,2018,46.0,NTUNGAMO,BBA,Bachelor of Business Administration (EVE),15.9,Low,ST. MARY'S COLLEGE LUGAZI  ANNEX,Western
2394,23APF1231384561103417,M,2022,6.0,BUSHENYI,BBA,Bachelor of Business Administration (EVE),15.9,Low,NAMIREMBE HILLSIDE S.S.,Western
2395,23APF1531014181102767,F,2020,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),15.9,Low,KOLOLO SECONDARY SCHOOL,Central
2396,23APF710418219138494,M,2022,42.0,MUKONO,BBA,Bachelor of Business Administration (EVE),15.8,Low,,Central
2397,23APF750300331111389,M,2022,29.0,KUMI,BBA,Bachelor of Business Administration (EVE),15.8,Low,"ST. JAMES BIINA HALL, LUZIRA",Eastern
2398,23APF271743740139203,F,2022,7.0,BUSIA,BBA,Bachelor of Business Administration (EVE),15.8,Low,KABOWA HIGH SCHOOL,Eastern
2399,23APF1010351030102617,F,2022,12.0,KABALE,BBA,Bachelor of Business Administration (EVE),15.6,Low,SEROMA CHRISTIAN HIGH SCHOOL,Western
2400,23APF1498379616117185,F,2020,7.0,BUSIA,BBA,Bachelor of Business Administration (EVE),15.6,Low,,Eastern
2401,23APF371379007126622,F,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),15.6,Low,DESTINY EAGLES  S.S,Central
2402,23APF1626389686103595,F,2022,85.0,BUIKWE,BBA,Bachelor of Business Administration (EVE),15.6,Low,GOD MARK  HIGH SCHOOL,Central
2403,23APF1200051662146745,M,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),15.5,Low,"MACKAY MEMORIAL SCHOOL, NATETE",Eastern
2404,23APF1074447128125094,M,2022,33.0,MASAKA,BBA,Bachelor of Business Administration (EVE),15.4,Low,ST. ANDREW KAGGWA GOMBE H/S  KAWAALA,Central
2405,23APF1568099554141204,M,2022,32.0,LUWEERO,BBA,Bachelor of Business Administration (EVE),15.4,Low,,
2406,23APF405366335115093,M,2022,3.0,ARUA,BBA,Bachelor of Business Administration (EVE),15.3,Low,MVARA SECONDARY SCHOOL,Northern
2407,23APF1070500496105789,F,2022,55.0,WAKISO,BBA,Bachelor of Business Administration (EVE),15.3,Low,WAMPEWO NTAKE SEC. SCHOOL,Central
2408,23APF506513603124420,F,2022,29.0,KUMI,BBA,Bachelor of Business Administration (EVE),15.3,Low,BETHANY HIGH SCH. KAMPALA,Eastern
2409,23APF255191736130901,M,2022,101.0,LWENGO,BBA,Bachelor of Business Administration (EVE),15.2,Low,,Central
